index,label,color,shape,chimbeom,beonjim,result
7487,009_007_25,3,2,2,1,0
7488,009_007_26,3,2,2,1,0
7489,009_007_27,3,2,2,1,0
7490,009_007_28,3,2,2,1,0
7491,009_007_29,3,2,2,1,0
7492,009_007_3,2,2,1,2,0
7493,009_007_30,3,2,2,1,0
7494,009_007_31,2,1,1,2,0
7495,009_007_32,2,1,2,2,0
7496,009_007_34,2,1,1,2,0
7497,009_007_37,3,2,2,1,0
7498,009_007_38,3,2,2,1,0
7499,009_007_39,3,2,2,1,0
7500,009_007_4,2,2,1,2,0
7501,009_007_40,3,2,2,1,0
7502,009_007_42,2,1,1,2,0
7503,009_007_43,0,2,1,2,0
7504,009_007_44,2,1,1,2,0
7505,009_007_45,2,2,1,2,0
7506,009_007_47,2,1,1,2,0
7507,009_007_48,3,2,2,1,0
7508,009_007_49,3,2,2,1,0
7509,009_007_5,1,1,3,2,0
7510,009_007_6,1,1,3,2,0
7511,009_007_7,2,1,1,2,0
7512,009_007_8,1,1,3,2,0
7513,009_007_9,3,2,2,1,0
7514,009_008_1,1,1,3,2,0
7515,009_008_10,2,1,1,2,0
7516,009_008_11,2,1,1,2,0
7517,009_008_14,2,1,1,2,0
7518,009_008_2,2,1,2,2,0
7519,009_008_24,0,2,1,2,0
7520,009_008_28,2,1,1,2,0
7521,009_008_3,1,1,1,2,0
7522,009_008_33,2,1,1,2,0
7523,009_008_34,1,2,1,0,0
7524,009_008_35,1,2,1,0,0
7525,009_008_4,3,2,2,2,0
7526,009_008_5,1,1,3,2,0
7527,009_008_6,1,2,1,0,0
7528,009_008_7,1,2,1,0,0
7529,009_008_8,1,2,1,2,0
7530,009_009_1,1,1,2,2,0
7531,009_009_10,2,1,1,2,0
7532,009_009_14,2,1,1,2,0
7533,009_009_15,2,1,1,2,0
7534,009_009_16,2,1,1,2,0
7535,009_009_17,2,1,1,2,0
7536,009_009_2,1,1,2,2,0
7537,009_009_3,1,1,2,2,0
7538,009_009_31,2,1,1,2,0
7539,009_009_50,2,1,1,2,0
7540,009_009_51,2,1,1,2,0
7541,009_009_52,2,1,1,2,0
7542,009_009_54,2,1,1,2,0
7543,009_009_6,2,1,1,2,0
7544,009_009_7,3,2,1,2,0
7545,009_009_8,2,1,1,2,0
7546,009_009_9,2,1,1,2,0
7547,009_010_1,1,1,3,2,0
7548,009_010_10,3,1,3,2,0
7549,009_010_100,2,1,1,2,0
7550,009_010_108,2,1,1,2,0
7551,009_010_109,2,1,1,2,0
7552,009_010_11,2,1,1,2,0
7553,009_010_110,2,1,1,2,0
7554,009_010_111,2,1,1,2,0
7555,009_010_112,2,1,1,2,0
7556,009_010_113,2,1,1,2,0
7557,009_010_114,2,1,1,2,0
7558,009_010_115,2,1,1,2,0
7559,009_010_116,2,1,1,2,0
7560,009_010_117,2,1,1,2,0
7561,009_010_118,2,1,1,2,0
7562,009_010_12,3,1,2,2,0
7563,009_010_120,2,1,1,2,0
7564,009_010_127,2,1,1,2,0
7565,009_010_13,2,1,1,2,0
7566,009_010_14,3,1,3,2,0
7567,009_010_15,2,1,1,2,0
7568,009_010_16,1,1,3,2,0
7569,009_010_17,2,1,1,2,0
7570,009_010_18,2,1,3,2,0
7571,009_010_19,2,1,1,2,0
7572,009_010_194,2,1,1,2,0
7573,009_010_224,1,1,3,2,0
7574,009_010_231,2,1,1,2,0
7575,009_010_235,2,1,1,2,0
7576,009_010_265,2,1,1,2,0
7577,009_010_29,3,1,2,2,0
7578,009_010_30,1,1,3,2,0
7579,009_010_31,1,1,3,2,0
7580,009_010_32,2,1,1,1,0
7581,009_010_33,1,1,3,2,0
7582,009_010_34,2,2,1,2,0
7583,009_010_35,2,1,1,2,0
7584,009_010_36,1,1,3,2,0
7585,009_010_37,2,1,1,1,0
7586,009_010_38,1,1,2,2,0
7587,009_010_39,1,1,3,2,0
7588,009_010_4,1,1,2,2,0
7589,009_010_40,2,1,1,4,0
7590,009_010_41,3,1,2,2,0
7591,009_010_42,2,1,1,2,0
7592,009_010_43,2,1,1,2,0
7593,009_010_45,2,1,1,2,0
7594,009_010_47,2,1,1,2,0
7595,009_010_57,1,1,1,2,0
7596,009_010_6,1,1,1,1,0
7597,009_010_7,1,1,2,1,0
7598,009_010_8,1,1,2,1,0
7599,009_010_97,2,1,1,2,0
7600,009_010_98,2,1,1,2,0
7601,009_011_1,1,1,2,2,0
7602,009_011_13,2,1,1,2,0
7603,009_011_2,2,1,1,2,0
7604,009_011_24,2,1,1,2,0
7605,009_011_3,2,1,1,2,0
7606,009_011_8,2,1,1,2,0
7607,009_011_9,2,1,1,2,0
7608,009_012_1,1,1,2,2,0
7609,009_012_10,0,1,3,2,0
7610,009_012_11,2,1,1,2,0
7611,009_012_12,2,1,1,2,0
7612,009_012_13,2,1,1,2,0
7613,009_012_14,0,2,1,2,0
7614,009_012_15,2,1,1,2,0
7615,009_012_2,1,1,3,2,0
7616,009_012_3,1,1,3,2,0
7617,009_012_4,1,1,3,2,0
7618,009_012_5,1,1,2,2,0
7619,009_012_6,3,2,2,1,0
7620,009_012_7,1,1,2,2,0
7621,009_012_8,1,1,3,2,0
7622,009_013_1,1,1,3,1,0
7623,009_013_10,1,1,3,2,0
7624,009_013_11,1,1,3,1,0
7625,009_013_12,1,2,3,2,0
7626,009_013_13,2,1,1,2,0
7627,009_013_14,2,1,2,2,0
7628,009_013_15,1,1,3,2,0
7629,009_013_16,2,1,2,2,0
7630,009_013_17,1,1,2,2,0
7631,009_013_18,1,1,1,2,0
7632,009_013_19,2,1,1,2,0
7633,009_013_2,1,2,3,1,0
7634,009_013_20,2,1,2,1,0
7635,009_013_21,3,1,2,2,0
7636,009_013_22,2,1,1,1,0
7637,009_013_23,2,1,1,1,0
7638,009_013_24,2,1,1,1,0
7639,009_013_25,2,1,1,1,0
7640,009_013_26,1,1,2,1,0
7641,009_013_27,2,1,1,1,0
7642,009_013_29,2,1,1,1,0
7643,009_013_3,1,1,2,2,0
7644,009_013_30,2,1,1,1,0
7645,009_013_31,2,1,1,2,0
7646,009_013_32,2,1,1,2,0
7647,009_013_34,2,1,1,2,0
7648,009_013_37,2,1,1,2,0
7649,009_013_38,2,1,1,2,0
7650,009_013_39,2,1,1,2,0
7651,009_013_4,1,1,2,2,0
7652,009_013_40,2,1,2,1,0
7653,009_013_41,2,1,1,2,0
7654,009_013_42,0,2,1,2,0
7655,009_013_6,2,1,2,1,0
7656,009_013_7,1,1,3,2,0
7657,009_013_8,0,1,1,2,0
7658,009_013_9,0,1,1,2,0
7659,009_014_1,2,2,1,2,0
7660,009_014_10,2,2,1,2,0
7661,009_014_11,2,1,1,2,0
7662,009_014_12,0,2,1,2,0
7663,009_014_13,0,2,1,2,0
7664,009_014_15,2,1,1,2,0
7665,009_014_16,2,1,1,2,0
7666,009_014_17,2,1,1,2,0
7667,009_014_18,2,1,1,0,0
7668,009_014_19,2,2,1,1,0
7669,009_014_2,2,2,1,1,0
7670,009_014_20,2,2,1,1,0
7671,009_014_21,2,2,1,1,0
7672,009_014_23,2,2,1,1,0
7673,009_014_24,2,2,1,1,0
7674,009_014_25,2,2,1,1,0
7675,009_014_26,2,2,1,1,0
7676,009_014_27,4,1,1,0,0
7677,009_014_28,2,2,1,1,0
7678,009_014_29,2,2,1,1,0
7679,009_014_3,2,1,1,4,0
7680,009_014_30,2,2,1,1,0
7681,009_014_31,2,2,1,1,0
7682,009_014_32,2,2,1,1,0
7683,009_014_33,2,1,1,1,0
7684,009_014_34,2,1,1,1,0
7685,009_014_4,1,1,2,1,0
7686,009_014_5,2,1,1,0,0
7687,009_014_6,2,1,1,1,0
7688,009_014_8,2,1,1,2,0
7689,009_014_9,2,2,1,1,0
7690,009_015_1,1,1,3,1,0
7691,009_015_10,3,1,3,1,0
7692,009_015_11,2,1,1,2,0
7693,009_015_12,3,1,3,2,0
7694,009_015_13,2,1,1,2,0
7695,009_015_14,1,1,1,2,0
7696,009_015_15,2,1,1,2,0
7697,009_015_16,2,1,1,2,0
7698,009_015_17,1,1,1,2,0
7699,009_015_2,1,1,3,2,0
7700,009_015_20,2,1,1,2,0
7701,009_015_21,2,1,1,2,0
7702,009_015_24,2,1,1,2,0
7703,009_015_25,1,1,1,2,0
7704,009_015_26,2,1,1,2,0
7705,009_015_3,2,1,1,2,0
7706,009_015_4,1,1,3,2,0
7707,009_015_5,1,1,3,2,0
7708,009_015_6,3,1,2,1,0
7709,009_015_7,1,1,3,1,0
7710,009_015_8,2,1,3,2,0
7711,009_015_9,1,1,3,2,0
7712,009_016_1,3,2,2,1,0
7713,009_016_100,3,2,2,1,0
7714,009_016_101,3,2,2,1,0
7715,009_016_102,3,2,2,1,0
7716,009_016_103,3,2,2,1,0
7717,009_016_104,3,2,2,1,0
7718,009_016_105,3,2,2,1,0
7719,009_016_106,3,2,2,1,0
7720,009_016_107,3,2,2,1,0
7721,009_016_108,3,2,2,1,0
7722,009_016_109,3,2,2,1,0
7723,009_016_11,2,1,1,1,0
7724,009_016_110,3,2,2,1,0
7725,009_016_111,3,2,2,1,0
7726,009_016_112,3,2,2,1,0
7727,009_016_113,3,2,2,1,0
7728,009_016_114,3,2,2,1,0
7729,009_016_115,3,2,2,1,0
7730,009_016_116,3,2,2,1,0
7731,009_016_117,3,2,1,1,0
7732,009_016_118,3,2,1,1,0
7733,009_016_119,3,2,1,1,0
7734,009_016_12,1,1,2,2,0
7735,009_016_120,3,2,2,1,0
7736,009_016_121,3,2,2,1,0
7737,009_016_122,3,2,2,1,0
7738,009_016_123,3,2,1,1,0
7739,009_016_124,3,2,1,1,0
7740,009_016_125,3,2,1,1,0
7741,009_016_126,3,2,1,1,0
7742,009_016_127,3,2,1,1,0
7743,009_016_128,3,2,1,1,0
7744,009_016_129,3,2,1,1,0
7745,009_016_13,3,1,2,2,0
7746,009_016_130,3,2,2,1,0
7747,009_016_131,3,2,2,1,0
7748,009_016_132,3,2,2,1,0
7749,009_016_133,3,2,2,1,0
7750,009_016_134,3,2,2,1,0
7751,009_016_135,3,2,2,1,0
7752,009_016_136,3,2,1,1,0
7753,009_016_137,3,2,1,1,0
7754,009_016_138,3,2,1,1,0
7755,009_016_139,3,2,1,1,0
7756,009_016_14,3,2,1,1,0
7757,009_016_140,3,2,1,1,0
7758,009_016_141,2,1,1,2,0
7759,009_016_142,1,1,1,2,0
7760,009_016_143,3,2,1,1,0
7761,009_016_144,3,2,1,1,0
7762,009_016_145,3,2,1,1,0
7763,009_016_149,2,2,1,1,0
7764,009_016_15,3,2,1,1,0
7765,009_016_150,2,2,1,1,0
7766,009_016_151,2,2,1,1,0
7767,009_016_152,3,2,1,1,0
7768,009_016_153,3,2,1,1,0
7769,009_016_154,3,2,1,1,0
7770,009_016_155,1,2,1,3,0
7771,009_016_156,2,1,1,2,0
7772,009_016_16,2,2,1,1,0
7773,009_016_167,2,1,1,2,0
7774,009_016_17,2,2,1,1,0
7775,009_016_18,2,2,1,1,0
7776,009_016_19,2,2,1,1,0
7777,009_016_2,3,2,1,1,0
7778,009_016_20,3,2,1,1,0
7779,009_016_203,3,2,1,1,0
7780,009_016_204,2,2,1,1,0
7781,009_016_205,2,2,1,1,0
7782,009_016_206,2,2,1,1,0
7783,009_016_207,2,1,1,2,0
7784,009_016_21,2,2,1,1,0
7785,009_016_22,2,2,1,1,0
7786,009_016_23,2,1,1,1,0
7787,009_016_24,2,2,1,1,0
7788,009_016_25,2,2,1,1,0
7789,009_016_26,2,2,1,1,0
7790,009_016_27,2,2,1,3,0
7791,009_016_28,3,2,1,1,0
7792,009_016_29,3,2,1,1,0
7793,009_016_3,3,2,1,1,0
7794,009_016_30,2,2,1,3,0
7795,009_016_31,3,2,1,1,0
7796,009_016_32,3,2,1,1,0
7797,009_016_33,3,2,1,1,0
7798,009_016_34,3,2,1,1,0
7799,009_016_35,3,2,1,1,0
7800,009_016_36,3,2,1,1,0
7801,009_016_37,3,2,1,1,0
7802,009_016_38,1,1,1,2,0
7803,009_016_39,3,2,1,2,0
7804,009_016_4,3,2,2,1,0
7805,009_016_40,3,2,2,2,0
7806,009_016_41,3,2,2,2,0
7807,009_016_42,3,2,2,1,0
7808,009_016_43,3,2,2,1,0
7809,009_016_44,3,2,2,2,0
7810,009_016_45,3,2,2,2,0
7811,009_016_46,3,2,2,1,0
7812,009_016_47,3,2,2,1,0
7813,009_016_48,3,2,2,1,0
7814,009_016_49,3,2,2,1,0
7815,009_016_5,3,2,2,1,0
7816,009_016_50,3,2,2,1,0
7817,009_016_51,3,2,2,1,0
7818,009_016_52,3,2,2,1,0
7819,009_016_53,3,2,2,1,0
7820,009_016_54,3,2,2,1,0
7821,009_016_55,3,2,2,1,0
7822,009_016_56,3,2,2,1,0
7823,009_016_57,3,2,2,1,0
7824,009_016_58,3,2,2,1,0
7825,009_016_59,3,2,2,1,0
7826,009_016_6,2,2,2,3,0
7827,009_016_60,3,2,2,1,0
7828,009_016_61,3,2,2,1,0
7829,009_016_62,3,2,2,1,0
7830,009_016_63,3,2,2,1,0
7831,009_016_64,3,2,2,1,0
7832,009_016_65,3,2,2,1,0
7833,009_016_66,3,2,2,1,0
7834,009_016_67,3,2,2,1,0
7835,009_016_68,3,2,2,1,0
7836,009_016_69,3,2,2,1,0
7837,009_016_7,3,2,2,1,0
7838,009_016_70,3,2,2,1,0
7839,009_016_71,3,2,2,1,0
7840,009_016_72,3,2,2,1,0
7841,009_016_73,3,2,2,1,0
7842,009_016_74,3,2,2,1,0
7843,009_016_75,3,2,2,1,0
7844,009_016_76,3,2,2,1,0
7845,009_016_77,3,2,2,1,0
7846,009_016_78,1,1,3,2,0
7847,009_016_79,1,1,3,2,0
7848,009_016_8,2,2,1,3,0
7849,009_016_80,3,1,2,2,0
7850,009_016_81,3,1,2,2,0
7851,009_016_82,1,1,2,2,0
7852,009_016_83,1,1,3,2,0
7853,009_016_84,1,1,2,2,0
7854,009_016_85,1,1,2,2,0
7855,009_016_86,3,2,2,2,0
7856,009_016_87,3,2,2,1,0
7857,009_016_88,3,2,2,1,0
7858,009_016_89,3,2,2,1,0
7859,009_016_9,2,2,1,1,0
7860,009_016_90,3,2,2,1,0
7861,009_016_91,3,2,2,1,0
7862,009_016_92,3,2,2,1,0
7863,009_016_93,3,2,2,1,0
7864,009_016_94,3,2,2,1,0
7865,009_016_95,3,2,2,1,0
7866,009_016_96,3,2,2,1,0
7867,009_016_97,3,2,2,1,0
7868,009_016_98,3,2,2,1,0
7869,009_016_99,3,2,2,1,0
7870,009_017_1,2,1,1,2,0
7871,009_017_17,2,1,1,2,0
7872,009_017_2,2,1,3,2,0
7873,009_017_21,2,1,1,2,0
7874,009_017_3,1,1,3,2,0
7875,009_017_4,2,2,3,2,0
7876,009_017_44,2,1,1,2,0
7877,009_017_5,2,2,3,1,0
7878,009_017_6,1,1,3,2,0
7879,009_017_7,1,1,3,2,0
7880,009_017_8,2,1,1,2,0
7881,009_018_1,3,1,1,1,0
7882,009_018_10,1,2,1,1,0
7883,009_018_11,3,1,2,1,0
7884,009_018_13,1,1,3,2,0
7885,009_018_15,3,1,3,1,0
7886,009_018_16,3,1,3,1,0
7887,009_018_17,2,1,3,1,0
7888,009_018_18,2,1,2,1,0
7889,009_018_19,2,1,1,1,0
7890,009_018_2,4,2,3,4,0
7891,009_018_20,2,1,3,2,0
7892,009_018_21,1,1,2,2,0
7893,009_018_22,2,1,3,1,0
7894,009_018_24,2,1,1,1,0
7895,009_018_25,2,1,1,2,0
7896,009_018_29,1,1,3,2,0
7897,009_018_3,3,1,2,2,0
7898,009_018_31,2,1,1,2,0
7899,009_018_4,3,1,3,1,0
7900,009_018_5,2,1,2,1,0
7901,009_018_6,3,1,2,1,0
7902,009_018_7,3,1,2,2,0
7903,009_018_9,3,1,2,1,0
7904,009_019_1,3,1,3,2,0
7905,009_019_10,3,1,2,1,0
7906,009_019_11,2,1,2,1,0
7907,009_019_12,3,1,2,2,0
7908,009_019_13,1,1,2,1,0
7909,009_019_14,1,1,2,1,0
7910,009_019_15,3,2,2,2,0
7911,009_019_16,3,1,2,2,0
7912,009_019_17,3,1,2,2,0
7913,009_019_18,3,1,2,1,0
7914,009_019_19,3,2,2,1,0
7915,009_019_2,3,1,3,1,0
7916,009_019_20,3,1,3,1,0
7917,009_019_21,3,1,3,1,0
7918,009_019_23,3,1,3,2,0
7919,009_019_24,1,1,3,2,0
7920,009_019_26,3,1,3,2,0
7921,009_019_27,2,1,1,2,0
7922,009_019_28,2,1,2,1,0
7923,009_019_30,3,1,3,2,0
7924,009_019_31,1,1,3,2,0
7925,009_019_32,3,2,2,1,0
7926,009_019_33,2,1,3,1,0
7927,009_019_34,3,1,2,1,0
7928,009_019_35,3,1,3,1,0
7929,009_019_36,3,1,2,2,0
7930,009_019_38,2,1,1,2,0
7931,009_019_39,2,1,1,2,0
7932,009_019_40,3,2,1,1,0
7933,009_019_41,3,2,2,1,0
7934,009_019_42,3,2,2,1,0
7935,009_019_43,2,1,1,2,0
7936,009_019_44,2,1,1,2,0
7937,009_019_54,2,1,1,2,0
7938,009_019_55,3,2,2,1,0
7939,009_019_56,2,1,1,2,0
7940,009_019_64,2,1,1,2,0
7941,009_019_65,2,1,1,2,0
7942,009_019_66,3,1,2,1,0
7943,009_019_67,2,1,1,2,0
7944,009_019_7,3,1,2,1,0
7945,009_019_8,3,2,2,1,0
7946,009_019_83,2,1,1,2,0
7947,009_019_84,3,2,2,1,0
7948,009_019_85,2,1,1,2,0
7949,009_019_9,3,1,2,1,0
7950,009_020_1,1,1,3,2,0
7951,009_020_10,1,1,2,2,0
7952,009_020_100,3,2,2,1,0
7953,009_020_101,3,2,2,1,0
7954,009_020_103,2,1,1,2,0
7955,009_020_105,2,1,2,1,0
7956,009_020_106,2,1,2,2,0
7957,009_020_107,2,1,2,1,0
7958,009_020_108,3,1,2,2,0
7959,009_020_109,3,1,2,1,0
7960,009_020_11,3,1,2,2,0
7961,009_020_111,2,1,1,2,0
7962,009_020_112,2,1,1,2,0
7963,009_020_113,1,1,2,2,0
7964,009_020_114,3,2,2,1,0
7965,009_020_115,2,1,1,2,0
7966,009_020_117,3,1,2,1,0
7967,009_020_118,2,1,1,2,0
7968,009_020_119,2,2,1,2,0
7969,009_020_12,1,2,2,2,0
7970,009_020_121,2,1,1,2,0
7971,009_020_122,2,1,1,2,0
7972,009_020_123,1,1,1,2,0
7973,009_020_124,3,1,2,2,0
7974,009_020_13,3,1,2,2,0
7975,009_020_14,3,2,2,1,0
7976,009_020_15,3,1,2,1,0
7977,009_020_16,3,1,2,1,0
7978,009_020_17,3,1,2,1,0
7979,009_020_18,3,1,2,2,0
7980,009_020_19,3,2,2,1,0
7981,009_020_2,3,1,3,1,0
7982,009_020_20,3,1,2,1,0
7983,009_020_21,1,1,3,2,0
7984,009_020_22,3,1,3,2,0
7985,009_020_23,3,1,3,1,0
7986,009_020_24,3,1,3,1,0
7987,009_020_25,3,1,3,1,0
7988,009_020_26,3,1,3,2,0
7989,009_020_27,3,1,3,2,0
7990,009_020_28,3,1,3,2,0
7991,009_020_29,3,1,3,2,0
7992,009_020_3,3,1,3,1,0
7993,009_020_30,3,2,2,1,0
7994,009_020_31,3,2,2,1,0
7995,009_020_33,3,1,3,1,0
7996,009_020_35,3,2,2,1,0
7997,009_020_36,3,2,3,1,0
7998,009_020_37,1,1,3,1,0
7999,009_020_38,1,1,3,2,0
8000,009_020_39,3,1,2,1,0
8001,009_020_4,1,1,3,3,0
8002,009_020_40,3,1,3,2,0
8003,009_020_41,3,1,3,2,0
8004,009_020_42,3,1,3,1,0
8005,009_020_45,3,1,3,1,0
8006,009_020_46,3,2,2,1,0
8007,009_020_48,3,2,3,1,0
8008,009_020_49,2,2,2,2,0
8009,009_020_5,1,1,3,2,0
8010,009_020_51,1,1,3,2,0
8011,009_020_53,3,1,3,1,0
8012,009_020_54,3,2,2,1,0
8013,009_020_55,3,1,2,1,0
8014,009_020_56,3,1,3,1,0
8015,009_020_57,3,1,2,1,0
8016,009_020_58,3,1,2,1,0
8017,009_020_59,3,1,2,1,0
8018,009_020_6,3,2,3,1,0
8019,009_020_60,3,1,3,1,0
8020,009_020_61,3,2,3,1,0
8021,009_020_62,3,2,3,1,0
8022,009_020_63,4,1,2,3,0
8023,009_020_64,3,2,3,1,0
8024,009_020_65,1,1,3,2,0
8025,009_020_66,3,1,2,1,0
8026,009_020_67,3,1,3,1,0
8027,009_020_68,3,1,3,1,0
8028,009_020_69,3,1,2,1,0
8029,009_020_7,3,2,2,1,0
8030,009_020_70,3,1,3,1,0
8031,009_020_71,3,1,2,1,0
8032,009_020_72,2,2,1,1,0
8033,009_020_73,3,1,2,1,0
8034,009_020_74,1,1,3,2,0
8035,009_020_75,3,1,3,1,0
8036,009_020_76,1,1,3,2,0
8037,009_020_77,3,1,3,2,0
8038,009_020_78,3,1,2,1,0
8039,009_020_79,1,1,3,2,0
8040,009_020_8,1,2,3,1,0
8041,009_020_80,3,1,3,1,0
8042,009_020_81,3,1,2,1,0
8043,009_020_82,1,1,3,2,0
8044,009_020_83,3,1,3,1,0
8045,009_020_84,3,1,2,1,0
8046,009_020_85,3,1,2,1,0
8047,009_020_86,1,1,2,2,0
8048,009_020_87,2,1,3,2,0
8049,009_020_88,3,1,3,2,0
8050,009_020_89,3,1,3,1,0
8051,009_020_9,1,1,3,2,0
8052,009_020_90,1,1,3,2,0
8053,009_020_92,3,1,2,1,0
8054,009_020_93,3,1,2,2,0
8055,009_020_94,3,1,2,2,0
8056,009_020_95,1,1,3,2,0
8057,009_020_96,3,1,2,2,0
8058,009_020_97,2,1,3,2,0
8059,009_020_98,3,1,2,1,0
8060,009_020_99,3,2,2,1,0
8061,009_021_1,1,1,2,2,0
8062,009_021_2,1,1,2,2,0
8063,009_021_31,2,2,1,2,0
8064,009_021_32,2,1,1,2,0
8065,009_021_4,2,1,1,2,0
8066,009_021_55,2,1,1,2,0
8067,009_021_57,2,1,1,2,0
8068,009_021_58,2,1,1,2,0
8069,009_021_59,2,1,1,2,0
8070,009_022_1,3,2,2,1,0
8071,009_022_10,3,2,2,1,0
8072,009_022_11,3,1,2,1,0
8073,009_022_12,3,2,2,1,0
8074,009_022_13,1,2,2,1,0
8075,009_022_14,2,1,3,1,0
8076,009_022_15,1,1,3,2,0
8077,009_022_16,3,1,2,1,0
8078,009_022_17,3,1,2,1,0
8079,009_022_18,1,2,2,1,0
8080,009_022_19,1,2,2,3,0
8081,009_022_20,3,1,2,2,0
8082,009_022_21,4,2,2,3,0
8083,009_022_22,4,2,2,3,0
8084,009_022_23,4,2,2,3,0
8085,009_022_24,2,1,3,3,0
8086,009_022_25,1,1,3,2,0
8087,009_022_26,1,1,3,2,0
8088,009_022_27,1,1,3,2,0
8089,009_022_29,3,2,2,2,0
8090,009_022_30,3,1,2,1,0
8091,009_022_31,3,1,2,1,0
8092,009_022_32,3,2,2,1,0
8093,009_022_33,4,2,2,3,0
8094,009_022_34,4,2,2,3,0
8095,009_022_48,2,1,1,3,0
8096,009_022_49,4,2,2,3,0
8097,009_022_5,4,2,2,3,0
8098,009_022_50,2,1,1,2,0
8099,009_022_58,2,1,1,2,0
8100,009_022_59,3,1,2,1,0
8101,009_022_6,3,2,2,1,0
8102,009_022_60,4,2,2,3,0
8103,009_022_61,4,2,2,3,0
8104,009_022_62,2,1,1,3,0
8105,009_022_8,3,2,2,1,0
8106,009_022_9,4,2,2,3,0
8107,009_023_1,3,1,3,1,0
8108,009_023_10,3,1,2,1,0
8109,009_023_11,3,2,2,1,0
8110,009_023_12,4,2,2,3,0
8111,009_023_13,1,1,3,2,0
8112,009_023_15,3,1,2,1,0
8113,009_023_17,3,1,3,1,0
8114,009_023_18,2,1,3,2,0
8115,009_023_19,3,1,3,2,0
8116,009_023_2,3,1,3,2,0
8117,009_023_20,3,1,3,2,0
8118,009_023_22,1,2,1,1,0
8119,009_023_23,1,2,1,1,0
8120,009_023_24,3,2,2,1,0
8121,009_023_25,3,2,2,1,0
8122,009_023_26,3,1,3,1,0
8123,009_023_27,3,1,2,2,0
8124,009_023_28,1,1,2,1,0
8125,009_023_29,3,1,2,1,0
8126,009_023_3,3,2,3,2,0
8127,009_023_33,2,1,1,2,0
8128,009_023_35,2,1,1,2,0
8129,009_023_36,2,1,1,2,0
8130,009_023_37,1,1,1,1,0
8131,009_023_39,3,2,2,2,0
8132,009_023_4,3,2,3,1,0
8133,009_023_5,1,2,3,3,0
8134,009_023_6,4,2,3,3,0
8135,009_023_7,3,1,3,1,0
8136,009_023_9,2,1,1,3,0
8137,009_024_1,3,1,3,1,0
8138,009_024_10,1,1,3,2,0
8139,009_024_11,1,1,3,2,0
8140,009_024_12,1,1,3,2,0
8141,009_024_13,1,1,3,2,0
8142,009_024_14,1,1,3,2,0
8143,009_024_15,3,1,2,2,0
8144,009_024_16,3,1,2,2,0
8145,009_024_17,3,1,3,2,0
8146,009_024_18,1,1,3,2,0
8147,009_024_19,3,2,2,1,0
8148,009_024_2,3,1,2,1,0
8149,009_024_20,2,1,2,1,0
8150,009_024_21,2,1,2,1,0
8151,009_024_22,2,1,1,1,0
8152,009_024_23,3,1,3,1,0
8153,009_024_25,3,1,2,2,0
8154,009_024_29,2,1,1,2,0
8155,009_024_3,4,1,3,4,0
8156,009_024_30,2,1,1,2,0
8157,009_024_31,2,2,2,4,0
8158,009_024_32,2,1,1,2,0
8159,009_024_4,3,1,2,1,0
8160,009_024_5,3,1,2,2,0
8161,009_024_59,2,1,1,2,0
8162,009_024_6,3,1,2,2,0
8163,009_024_60,2,1,1,2,0
8164,009_024_7,4,2,2,4,0
8165,009_024_76,1,1,1,2,0
8166,009_024_77,1,2,1,2,0
8167,009_024_8,3,1,3,2,0
8168,009_024_9,3,1,3,2,0
8169,009_024_91,2,2,1,4,0
8170,009_024_92,2,1,1,2,0
8171,010_001_1,3,2,2,1,0
8172,010_001_10,3,2,2,1,0
8173,010_001_100,3,2,2,1,0
8174,010_001_101,3,2,2,1,0
8175,010_001_102,3,1,2,1,0
8176,010_001_103,3,1,2,1,0
8177,010_001_104,2,2,1,2,0
8178,010_001_105,2,1,1,2,0
8179,010_001_13,3,2,2,1,0
8180,010_001_14,3,2,2,1,0
8181,010_001_15,3,1,2,1,0
8182,010_001_16,3,2,2,1,0
8183,010_001_17,3,1,2,1,0
8184,010_001_18,3,1,3,1,0
8185,010_001_19,3,1,3,1,0
8186,010_001_20,3,1,3,1,0
8187,010_001_21,3,1,2,1,0
8188,010_001_22,3,2,2,1,0
8189,010_001_23,3,1,2,1,0
8190,010_001_24,3,2,2,1,0
8191,010_001_25,3,2,1,1,0
8192,010_001_26,3,1,3,2,0
8193,010_001_27,4,2,1,4,0
8194,010_001_28,3,1,2,1,0
8195,010_001_29,3,1,2,1,0
8196,010_001_30,3,2,2,1,0
8197,010_001_31,3,2,2,1,0
8198,010_001_32,3,2,2,1,0
8199,010_001_33,2,1,3,2,0
8200,010_001_34,2,1,1,2,0
8201,010_001_35,1,1,3,2,0
8202,010_001_36,1,1,3,2,0
8203,010_001_37,3,1,2,1,0
8204,010_001_38,1,1,3,2,0
8205,010_001_39,2,1,3,2,0
8206,010_001_40,1,1,3,2,0
8207,010_001_41,3,1,2,1,0
8208,010_001_42,2,2,1,1,0
8209,010_001_43,3,1,2,1,0
8210,010_001_44,2,1,1,2,0
8211,010_001_45,2,1,1,2,0
8212,010_001_46,2,1,1,2,0
8213,010_001_47,2,1,1,2,0
8214,010_001_48,3,2,2,1,0
8215,010_001_49,3,2,2,1,0
8216,010_001_50,3,2,2,1,0
8217,010_001_55,2,1,1,2,0
8218,010_001_56,3,2,2,1,0
8219,010_001_57,3,2,2,1,0
8220,010_001_58,2,1,1,2,0
8221,010_001_59,3,2,1,1,0
